n,var,Percentage
2,0.0,0.0
2,0.025,2.5
2,0.05,1.5
2,0.07500000000000000,2.4000000000000000
2,0.1,1.9000000000000000
2,0.125,2.9000000000000000
2,0.15000000000000000,1.7000000000000000
2,0.17500000000000000,1.7000000000000000
2,0.2,1.9000000000000000
2,0.225,2.1
2,0.25,1.5
2,0.275,1.7000000000000000
2,0.30000000000000000,2.3000000000000000
2,0.325,2.4000000000000000
2,0.35000000000000000,2.3000000000000000
2,0.375,3.1
2,0.4,2.1
2,0.42500000000000000,1.7000000000000000
2,0.45,2.4000000000000000
2,0.47500000000000000,2.5
2,0.5,1.1
2,0.525,2.3000000000000000
2,0.55,1.6
2,0.5750000000000000,2.8000000000000000
2,0.6000000000000000,1.8
2,0.625,2.3000000000000000
2,0.65,1.8
2,0.675,1.2000000000000000
2,0.7000000000000000,2.8000000000000000
2,0.7250000000000000,2.4000000000000000
2,0.75,1.9000000000000000
2,0.775,1.8
2,0.8,1.3
2,0.8250000000000000,2.5
2,0.8500000000000000,2.1
2,0.875,1.4000000000000000
2,0.9,1.7000000000000000
2,0.925,1.7000000000000000
2,0.9500000000000000,2.0
2,0.9750000000000000,2.3000000000000000
2,1.0,1.9000000000000000
3,0.0,0.0
3,0.025,1.1
3,0.05,0.8
3,0.07500000000000000,1.6
3,0.1,1.6
3,0.125,1.0
3,0.15000000000000000,1.0
3,0.17500000000000000,1.2000000000000000
3,0.2,1.1
3,0.225,1.2000000000000000
3,0.25,1.0
3,0.275,1.1
3,0.30000000000000000,1.6
3,0.325,0.9
3,0.35000000000000000,1.1
3,0.375,1.1
3,0.4,0.8
3,0.42500000000000000,1.0
3,0.45,1.2000000000000000
3,0.47500000000000000,1.3
3,0.5,0.9
3,0.525,1.4000000000000000
3,0.55,0.6000000000000000
3,0.5750000000000000,0.8
3,0.6000000000000000,1.4000000000000000
3,0.625,1.6
3,0.65,1.1
3,0.675,0.9
3,0.7000000000000000,1.2000000000000000
3,0.7250000000000000,0.7000000000000000
3,0.75,1.2000000000000000
3,0.775,0.9
3,0.8,1.2000000000000000
3,0.8250000000000000,1.0
3,0.8500000000000000,1.0
3,0.875,1.0
3,0.9,1.0
3,0.925,0.8
3,0.9500000000000000,1.0
3,0.9750000000000000,1.9000000000000000
3,1.0,1.2000000000000000
4,0.0,0.0
4,0.025,0.5
4,0.05,0.2
4,0.07500000000000000,0.4
4,0.1,0.0
4,0.125,0.30000000000000000
4,0.15000000000000000,0.5
4,0.17500000000000000,0.4
4,0.2,0.4
4,0.225,0.6000000000000000
4,0.25,0.5
4,0.275,0.30000000000000000
4,0.30000000000000000,0.2
4,0.325,0.30000000000000000
4,0.35000000000000000,0.30000000000000000
4,0.375,0.6000000000000000
4,0.4,0.4
4,0.42500000000000000,0.4
4,0.45,0.30000000000000000
4,0.47500000000000000,0.4
4,0.5,0.4
4,0.525,0.4
4,0.55,0.5
4,0.5750000000000000,0.5
4,0.6000000000000000,0.5
4,0.625,0.30000000000000000
4,0.65,0.30000000000000000
4,0.675,0.2
4,0.7000000000000000,0.8
4,0.7250000000000000,0.4
4,0.75,0.1
4,0.775,0.5
4,0.8,0.1
4,0.8250000000000000,0.6000000000000000
4,0.8500000000000000,0.5
4,0.875,0.4
4,0.9,0.7000000000000000
4,0.925,0.4
4,0.9500000000000000,0.6000000000000000
4,0.9750000000000000,0.2
4,1.0,0.6000000000000000
5,0.0,0.0
5,0.025,0.0
